url_path,views_total,views_unique
/caya8205-2/noctune,95,14
/caya8205-2/noctune/releases/tag/v3.1.0,28,2
/caya8205-2/noctune/releases/tag/v2.1.0,23,4
/caya8205-2/noctune/releases,14,2
/caya8205-2/noctune/pulse,13,1
/caya8205-2/noctune/graphs/traffic,11,1
/caya8205-2/noctune/releases/tag/v2.4.0,6,3
/caya8205-2/noctune/releases/tag/v2.2.3,5,3
/caya8205-2/noctune/releases/edit/v3.1.0,5,1
/caya8205-2/noctune/releases/tag/v2.3.0,3,2
